"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"PERSONAS NATURALES","P","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"PERSONAS NATURALES","P","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","P","IMP MINERAS","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","P","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.07","","","","","","","",""
"PERSONAS NATURALES","P","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","306661.27","247484.68","1553584.0","216841.78","240606.0","265870.12","150118.94","217257.2","150742.94","130947.12","121915.94","188684.5","291892.59","312733.38","1864757.64","310211.24","127029.73","103130.75","160537.33","134010.11","168109.94","122276.05","133943.37","89556.65","303994.7","253960.4","2203792.79","299306.37","139793.65","203943.49","129191.22","94845.02","112523.97","108447.81","83338.09","130336.17","105979.09","183701.33","3613145.33","745516.58","291948.73","184250.47","164805.53","113633.6","144320.48","114744.59","124923.73","166484.87","146396.6","340243.78","3315586.34","501470.49","225993.8","193308.17","337761.89","133228.25","135299.06","122970.32","93464.71","100851.32","162027.13","306371.92","3063443.17","330681.21","434422.51","173692.02","190765.75","109578.34","122439.03","214043.17","137715.93","103399.43","124979.94"
"PERSONAS NATURALES","P","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","0.0","10.07","95.12","0.0","1.2","0.0","0.0","0.0","34.23","0.0","0.0","0.0","4.35","0.0","0.22","0.0","3.63","0.0","0.0","9.13","0.0","0.04","2.13","182.77","0.0","0.15","0.0","164.7","0.75","0.0","0.0","2.56","11.0","11.0","27.64","2.0","27.21","18.32","2.85","0.41","4.04","10.46","0.0","6.93","7.38","6.58","11.27","0.33","6.13","2.66","0.67","0.1","0.0","0.0","2.24","1.77","0.12","0.0","1.34","5.52","0.17","0.0","0.0","2.38","0.0","0.0","8.73","28.36","88.64","101.64","78.18","147.91","298.64"
"PERSONAS NATURALES","P","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","430636.15","653619.42","372725.29","59309.51","154312.78","431114.18","443723.81","438071.99","476022.67","513291.33","451723.95","544590.47","373693.51","591636.68","614426.28","515388.33","463029.73","472880.29","472373.17","434259.41","432811.38","330442.24","370465.47","326077.44","293367.9","473444.44","559559.86","493396.07","487801.42","411602.81","538359.17","545060.2","513092.27","450013.39","403943.62","362554.11","368441.37","658004.67","756213.3","566057.16","634079.41","547889.55","479922.05","501777.19","414657.47","410548.15","365561.48","354200.55","436043.98","654669.52","675158.04","640363.79","522520.84","463858.18","559410.31","482217.94","434332.99","357510.3","372907.86","369969.28","386723.59","640545.36","531091.09","513782.92","520823.04","538567.7","498695.23","482133.32","430131.4","362541.57","370763.62","331105.91","470567.45"
"PERSONAS NATURALES","P","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","171939.9","107428.42","78308.39","54336.15","34474.0","37326.61","85848.28","50237.18","68213.84","68504.12","74737.37","74360.19","169495.58","69783.01","82664.25","86494.9","73338.91","87704.59","151550.35","122022.96","123050.67","100611.11","98563.69","106966.68","294762.87","97892.95","129430.26","81825.08","84557.13","87487.48","129156.42","88376.95","112849.17","89180.62","95048.86","101937.75","217189.27","92800.27","81431.86","94969.56","97584.38","87303.72","160551.78","104892.66","94933.23","86070.67","84768.27","95364.11","273261.29","124454.82","101487.17","144435.67","117584.71","123961.21","211717.59","129015.1","105306.98","128893.69","127872.03","158134.48","305652.53","143156.81","150572.63","166721.53","147318.18","152770.08","210812.26","148710.92","181397.54","161335.43","178467.41","199367.64","361649.31"
"PERSONAS NATURALES","P","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","10478.27","11342.45","5147.82","97.13","1358.59","4041.62","5430.43","4655.52","6272.1","5256.56","8223.2","9374.58","5132.69","7688.43","6093.49","9249.54","5697.55","9669.08","10093.28","5627.47","6668.63","6657.46","7125.8","9729.86","4080.37","8156.33","17648.37","8776.83","6800.59","4692.64","4765.04","9820.22","7510.14","5779.5","7794.45","5797.79","4291.02","2934.68","3184.95","2729.34","1807.31","3081.97","2056.41","1228.07","3337.25","5026.7","820.54","1560.42","1698.9","1375.57","1984.87","3197.43","1012.42","1442.33","7242.79","344.42","428.67","2264.49","199.28","3153.69","79.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.94","1.3"
"PERSONAS NATURALES","P","INTERESES TRIBUTARIOS","VALOR EFECTIVO","15048.36","8468.16","22261.96","2908.61","5987.5","8571.46","5668.29","7383.49","6265.51","5536.25","4212.23","4154.98","7085.44","3123.04","6986.48","14866.79","13039.26","3407.7","6398.27","4243.91","6916.61","2551.14","2299.17","4943.41","6565.41","3484.18","9825.97","8043.62","3607.64","6672.07","5433.14","3200.38","10708.31","4443.1","2356.27","7101.53","4088.87","4994.47","5349.91","8858.02","7371.2","18112.71","7082.83","4469.9","12145.73","8116.69","4307.0","4138.95","2321.79","571.06","2490.94","4300.36","3063.86","2601.96","4571.42","3053.53","4857.01","6258.22","3778.38","4493.06","5249.68","4987.73","6614.99","6554.92","8666.78","10985.45","6286.19","1011.19","1662.06","5101.91","2530.54","7849.54","6471.07"
"PERSONAS NATURALES","P","MULTAS TRIBUTARIAS","VALOR EFECTIVO","93961.58","55781.03","61613.14","30440.0","40312.57","52515.46","77241.99","61661.87","60261.34","54046.85","60443.37","44928.8","50888.95","49882.13","86230.37","54188.99","74336.59","36143.09","61068.56","59468.81","54289.49","36568.88","38213.03","45386.92","61030.8","52541.91","84227.05","64021.55","44641.16","63904.36","42615.91","48110.08","57977.88","39570.27","51283.49","52738.72","67055.66","48593.55","104753.92","78895.39","70974.34","66744.53","65216.85","50467.46","51090.72","35305.71","36912.82","31563.18","34637.78","21149.95","64967.89","68526.21","38314.03","38947.69","69475.37","47725.13","44799.92","43339.02","51049.85","73367.57","82675.87","90225.1","116485.89","90982.53","72276.66","73899.39","119875.84","78519.06","98028.22","78599.37","54655.81","68489.09","93682.01"
"PERSONAS NATURALES","P","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","4499.02","6182.5","1742.5","600.0","720.0","3720.0","3039.93","750.0","2827.47","2710.45","3510.45","940.45","3171.68","4320.45","1141.4","4090.7","1110.45","1650.45","2040.45","2170.45","3165.75","2989.62","3867.82","2815.22","3956.03","1298.76","254527.29","1372.59","1093.0","41821.04","1078.75","3080.39","2911.1","1913.16","19053.76","82677.28","3518.22","2340.05","1300.0","3370.0","5710.0","2490.0","2875.83","4942.39","2060.61","2569.21","13398.34","8863.39","7833.98","10477.9","16991.46","3521.64","7904.12","7010.0","8529.96","12355.93","13824.91","7970.94","7986.92","25061.07","20370.58","11550.0","13190.71","14454.68","10331.86","9167.4","14899.47","11812.9","10310.94","11811.58","7256.75","9022.0","18587.44"
"PERSONAS NATURALES","P","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","","856.64","622.46","71.54","446.34","22.88","487.93","1044.64","120.12","3009.24","2275.44","1048.83","570.85","672.5","526.58","1273.7","370.57","619.37","652.38","2083.54","603.98","157.2","914.43","445.03","150.15","107.25","234.6","132.47","178.82","549.26","38.64","201.47","","211.64","188.76","22.9","40.04","919.22","627.17","223.91","592.34","","102.96","1223.73","12.87","5.72","65.92","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","P","SALIDA DE DIVISAS","VALOR EFECTIVO","742.78","1302.48","0.0","","","","","","","160.26","190.0","973.92","0.0","","","5234.07","12261.36","1029.25","440.0","622.21","","","","20414.78","7501.37","1432.0","345.44","209.41","67.0","1928.1","799.43","265.59","1737.61","2171.98","","616.1","16.68","","0.0","0.0","223.99","75709.71","22855.06","8423.82","37520.77","9031.95","4654.78","4912.47","2160.44","1502.19","962.91","1049.17","268.84","1719.18","616.8","","","113.61","79.02","0.0","132.35","","630.62","270.0","83928.43","425253.29","80161.8","11774.44","5576.81","3796.95","1348.78","1925.75","3725.59"
"PERSONAS NATURALES","Q","CONTRIBUCIONES","VALOR EFECTIVO","2528.97","26182.35","1102.77","499.92","2329.96","3800.44","17380.27","18186.75","3595.47","26096.35","29454.89","7444.21","651.69","599.57","877.67","2199.18","784.72","747.86","3335.11","5.3","1590.99","0.0","121.65","0.0","196.89","646.9","1625297.25","39092.92","61960.93","10921.93","30669.9","25176.48","5961.57","16153.58","31959.05","2933.77","9435.28","1.0","95012.69","145.07","11082.93","4700.71","49.59","0.0","2162.73","0.0","9279.06","4743.18","3523.03","0.1","3.0","10.0","","","42853.12","","1436.8","776.9","326.54","","0.0","9764.65","0.0","","0.0","3968.43","","21081.32","1004.91","9839.09","0.0","12402.86","0.0"
"PERSONAS NATURALES","Q","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","Q","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","IMP MINERAS","VALOR EFECTIVO","","","","","","","0.0","0.0","","","","4624.0","","","2616.0","","","","","","","","","","","","2694.5","","","","","","0.0","","","","","","423.0","","","","25.0","0.0","","","","","","","368.0","","","","","","","0.0","","","","","5433.2","0.0","49.75","13.36","","","0.0","","","",""
"PERSONAS NATURALES","Q","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.63","49.24","","","","89.28","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","606994.38","639085.42","5576953.4","728531.25","609531.02","516021.5","509558.95","484794.66","539680.09","693265.06","465848.73","374695.74","943034.37","773895.01","7528451.8","888233.5","557635.39","578620.21","596259.79","467018.22","413947.6","561066.03","432915.81","450805.25","868016.76","867601.69","8859216.41","951287.9","569238.92","555083.28","457707.57","634472.33","466621.79","373541.14","352048.97","381704.62","550870.42","462445.17","1.13604456E7","1665816.06","640464.39","542206.97","473005.69","405330.38","370656.55","347672.59","531504.11","351708.64","572291.16","839793.49","1.02714026E7","991429.85","603939.1","526150.74","1391743.65","379734.62","338913.88","358199.65","261367.14","339865.43","542472.12","695315.46","9360261.27","1017819.71","735943.9","462948.66","686223.85","488400.22","652209.24","499022.27","361814.39","417204.68","737559.1"
"PERSONAS NATURALES","Q","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","0.0","0.0","0.0","0.0","2.25","42.33","134.29","177.67","121.88","59.6","62.04","64.4","93.04","75.11","77.96","88.62","75.12","67.26","89.09","73.02","41.44","0.0","29.59","22.92","48.2","27.92","16.36","29.71","34.72","30.88","17.84","60.14","42.63","98.41","76.42","101.01","81.08","76.7","57.73","31.28","15.36","22.12","49.85","50.02","56.23","75.04","68.52","48.99","56.95","100.12","48.56","0.0","45.2","37.78","19.56","19.56","0.0","0.0","0.0","0.0","0.15","0.0","0.0","0.3","7.73","0.0","0.0","0.0","0.0","0.0","3.74","3.05","0.0"
"PERSONAS NATURALES","Q","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","713380.09","1020043.69","589522.79","90716.54","258929.92","816263.8","843221.15","799520.26","855658.8","812322.53","779602.35","833638.96","716128.48","1110153.01","1074203.59","858832.65","857306.44","894069.83","854842.86","793155.85","709984.36","593696.4","657328.01","588925.57","546599.17","981280.78","1059112.34","890083.19","871966.58","774951.11","886619.79","918015.01","833237.14","831351.22","659304.07","572248.12","681182.54","1133101.76","1324839.68","1058346.03","1068512.39","975556.3","837538.58","787208.7","744975.92","719990.71","652976.77","616907.11","835409.21","1153667.32","1202996.42","1043303.53","951518.86","806400.22","904634.99","817270.2","729597.87","669412.26","655780.66","625800.04","761875.85","1086590.81","943737.37","941135.18","880216.04","915387.27","894033.08","775459.86","745662.91","685441.99","663908.0","571024.7","778133.99"
"PERSONAS NATURALES","Q","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","234658.89","135084.93","136789.19","118763.62","136665.01","121543.02","155085.39","152045.45","154545.76","152186.33","218306.54","177118.48","356843.86","204250.23","207484.0","210105.33","196510.63","287184.4","306421.49","240243.18","232130.76","223623.15","230882.72","323750.41","431029.48","206098.93","230741.66","216226.83","208466.83","189375.43","240229.78","216523.35","265463.05","195716.54","193910.45","215325.43","416774.63","219533.69","244462.97","232597.13","228368.45","253476.7","336109.14","278934.15","293661.85","245499.13","238730.47","228659.9","469301.59","222879.84","231405.98","256476.16","304841.9","255271.57","342294.77","276220.79","261936.13","244212.44","242264.03","254215.46","437603.35","277891.9","232734.03","254678.17","293547.6","258193.58","362431.99","269782.92","303994.73","311160.54","291314.59","296550.05","648904.21"
"PERSONAS NATURALES","Q","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","10418.47","17559.05","4321.08","262.64","1803.49","8646.66","5898.57","7524.13","4276.14","5026.96","14567.97","12705.98","5125.15","6766.66","7394.04","7578.22","11393.19","13284.26","12055.01","8920.76","7472.69","10352.89","8805.2","14351.79","6143.1","7119.51","10848.73","8378.9","10978.3","8577.85","13218.94","10746.11","6125.99","10506.6","8297.38","10470.05","2031.64","6137.84","4122.96","3048.69","2588.44","1995.71","2325.9","2250.84","4848.13","4899.46","2459.17","2795.97","2806.03","3066.58","1222.54","1559.53","2904.89","700.44","3368.17","478.59","209.42","47.11","938.8","397.58","78.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","Q","INTERESES TRIBUTARIOS","VALOR EFECTIVO","15091.83","18300.16","23145.12","6212.0","11358.49","8949.07","23887.95","10185.77","7172.9","19424.08","19481.02","6602.8","6447.44","16510.76","18876.22","17310.45","9829.9","15439.68","7683.05","13513.75","3624.9","4743.96","8296.1","17262.76","25395.83","11755.01","20353.01","8292.39","10057.84","12579.56","16741.32","8540.28","13165.79","8925.79","9200.2","8682.15","15508.55","7041.63","23399.05","15523.56","10418.37","20882.73","22946.96","21906.38","11810.6","8533.5","13993.57","9271.05","1462.23","1777.35","5046.15","8820.58","6748.7","2476.37","11488.7","9743.7","7810.01","11955.15","9050.36","17145.64","7958.21","10965.23","31220.25","9952.22","15532.09","24332.77","11518.55","4118.44","2934.16","19311.63","5896.03","12404.28","26152.82"
"PERSONAS NATURALES","Q","MULTAS TRIBUTARIAS","VALOR EFECTIVO","92408.45","69018.41","72444.38","49164.96","72065.35","76581.67","109321.14","72955.84","75827.05","60924.27","57549.04","45749.72","72245.76","74303.68","117920.03","73363.03","56003.66","70183.77","76861.32","69351.3","78377.94","46604.62","43629.99","52712.64","92962.85","67440.79","116188.91","82358.49","73071.38","76986.47","70276.98","64364.59","59152.1","49673.99","58183.84","67520.02","92272.29","65476.28","116533.14","120140.84","88140.87","56257.5","89082.14","103278.36","45145.81","41164.63","42473.91","29643.12","53293.28","22983.53","85944.83","86388.26","62464.05","37110.02","91444.62","67954.92","51173.51","46452.84","53578.44","64503.72","117382.21","92991.56","139393.03","91959.78","84781.94","79900.95","164588.7","90108.61","104795.99","69718.06","50982.12","60597.92","129369.26"
"PERSONAS NATURALES","Q","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","6239.37","1853.63","4191.69","180.0","690.75","2923.47","2010.0","576.26","1716.67","1265.65","1058.56","1110.0","1611.49","1180.0","2450.22","261.55","802.04","2140.8","2114.5","3210.0","3202.6","3450.0","1712.5","1609.31","4213.58","5360.41","26532.77","831.67","1610.0","181725.44","1975.56","2082.5","2369.52","13118.21","53300.37","170767.11","222417.81","3271.97","5732.54","4241.68","1740.0","3887.86","5992.9","2811.86","1690.97","4825.0","7162.17","3290.29","10793.54","5438.46","4618.81","9305.78","4655.0","6012.64","6473.91","8662.13","11030.26","11357.46","13554.49","13841.33","19880.07","21170.74","8824.37","6715.72","10462.46","11767.99","11691.83","8354.0","8892.47","10304.25","5329.48","9521.55","19577.12"
"PERSONAS NATURALES","Q","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","60.0","10.0","114.5","","","34.31","","183.14","","549.6","2.5","618.3","199.32","47.19","263.26","115.83","","186.12","","35.75","542.43","12.87","8.58","77.22","34.32","17.16","412.2","","0.73","114.5","","30.03","","51.48","515.22","4.29","17.55","25.79","613.1","111.54","47.19","85.86","37.18","60.06","","60.1","357.8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","SALIDA DE DIVISAS","VALOR EFECTIVO","1411.54","631.78","357.76","0.0","","","0.0","","","","","300.0","586.47","17.52","","11884.17","41755.34","1598.06","2751.7","440.25","","","","38994.51","14365.57","2841.21","686.89","102.64","1282.67","242.17","14.59","212.61","260.98","1371.47","93.96","500.0","139.71","0.0","0.0","","5.0","171286.69","60708.18","14460.69","81848.33","18203.99","6759.99","5498.56","3219.06","2043.41","1626.53","1800.23","371.36","332.41","906.06","245.87","674.18","125.36","274.74","427.78","665.32","1752.0","260.01","","214723.73","906080.94","129798.03","21441.98","11530.62","8076.97","3445.65","9128.78","4315.7"
"PERSONAS NATURALES","R","CONTRIBUCIONES","VALOR EFECTIVO","1616.64","585.35","829.77","","0.0","30.02","361.19","11940.56","2062.09","847.7","290.6","470.32","266.6","0.0","449.67","9124.51","","20.0","805.79","93.31","15.42","55.95","280.0","931.3","1.0","362.04","305863.48","9039.62","53872.02","3.0","0.0","2600.1","0.02","210.69","","151458.1","0.0","29488.93","0.0","","0.0","0.0","0.79","0.0","0.0","35758.67","","0.0","60.96","0.0","0.0","0.0","0.0","","29639.37","","0.0","","","0.0","","0.0","0.0","","1.82","","","","","","20661.42","0.0",""
"PERSONAS NATURALES","R","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",""
"PERSONAS NATURALES","R","IMP MINERAS","VALOR EFECTIVO","","","8.04","1800.0","0.0","","0.0","1240.0","","","","","0.0","","1240.0","","","","","","0.0","","","","","","1487.5","","","","","","0.0","","","","","","1395.0","180.0","","","","","0.0","","","","","","220.8","","","","0.0","","160.0","","","","","","225.6","","","","","","0.0","","","",""
"PERSONAS NATURALES","R","IMP TIERRAS RURALES","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","R","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","37338.57","36538.32","220455.32","68344.23","41894.14","35952.66","36572.3","30228.51","36495.64","23738.58","101603.46","47405.04","82764.46","68355.29","290547.92","43779.03","37965.2","73705.01","104226.88","43128.73","79074.04","52586.09","118531.6","29425.03","74421.54","40494.7","277536.15","69254.57","32818.09","48336.07","50055.1","222350.44","37805.87","73605.48","57480.43","33709.46","116969.43","62469.01","783384.96","320380.2","143347.42","96405.32","147361.33","71603.1","233419.53","67861.19","41470.1","47962.12","87776.17","95633.06","623777.93","144241.6","266271.63","64130.13","408545.39","49674.98","41278.0","32188.38","54340.65","47454.02","39062.19","58304.88","508013.36","184511.14","729456.19","95082.96","200714.83","120428.38","129187.91","94479.75","63626.18","65946.23","135204.16"
"PERSONAS NATURALES","R","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","0.0","0.0","0.04","0.0","0.0","0.0","0.24","0.0","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","","109.26","0.0","142.6","0.0","8.44","0.0","0.0","0.11","","0.0","0.0","4.33","0.0","0.0","0.77","1.98","1.08","0.0","672.2","5.0","0.0","4.8","67.94","3.75","0.0","6.0","9.66","4.85","4.4","3.24","0.0","5.47","0.15","0.01","0.0","7.8","95.76","106.4","127.68","97.46","148.28","116.96","104.89","104.89","0.0","0.0","14.81","2.04","2.87","3.21","0.01","1.23","3.32","0.85","0.0"
"PERSONAS NATURALES","R","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","80799.22","119980.42","69199.29","11761.12","22351.47","93356.71","87870.91","91841.23","97674.73","98956.83","87866.04","123197.48","90136.21","121961.5","120734.56","90619.05","97565.85","110397.56","109634.93","84189.62","108778.37","60642.16","91409.15","82400.43","70893.99","117374.79","122914.09","112030.48","95478.01","88149.71","99170.68","107733.2","101397.31","101266.64","84931.84","104806.21","94611.81","155613.89","158741.87","143449.52","135681.55","134757.13","115280.07","119534.72","112803.34","99647.66","91996.2","107859.25","106188.15","183136.42","177935.54","143436.07","121254.45","128927.43","147738.95","134886.83","103695.45","106137.73","97177.64","112605.04","127295.86","186103.8","160064.61","160305.74","129456.07","131417.03","142963.17","134741.51","127354.43","122045.24","99978.12","125428.6","163296.58"
"PERSONAS NATURALES","R","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","71200.06","43685.32","28314.34","10840.42","14805.76","14786.28","16512.57","17953.71","20467.79","18425.52","16658.83","28536.29","46830.24","29261.42","26509.56","33395.22","18718.24","20948.27","56984.91","36510.17","33407.96","38505.01","30223.94","40641.87","58655.79","37524.79","22473.14","39099.06","24052.81","27066.35","47571.48","27322.47","40842.32","25117.16","25737.97","18303.8","108516.96","26213.93","27865.71","23302.23","20745.83","30517.76","84850.36","49571.86","40379.62","20653.56","24633.34","21583.1","283892.24","50585.83","45935.91","48254.49","45017.21","37143.89","151631.45","61532.51","39515.15","42170.73","43933.48","53372.42","223192.25","91443.59","50215.73","73190.54","80598.04","66938.15","114112.33","113497.27","76926.7","86276.46","69798.99","111317.09","158311.69"
"PERSONAS NATURALES","R","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","4995.04","7725.48","3632.74","113.27","902.86","2565.56","2659.17","2738.23","2698.8","2545.32","4263.54","2772.24","1824.98","3901.01","4393.21","3398.31","2491.42","8072.11","5222.59","7100.52","2728.55","3884.9","8475.23","3904.16","1960.24","2540.42","4301.49","3850.33","4788.06","3401.78","3319.86","4046.86","5057.51","4299.56","5060.35","5588.95","899.35","1639.59","3078.5","5556.56","4866.41","1801.12","2267.44","1204.08","5319.81","2729.8","425.75","395.73","1237.31","463.66","1216.64","2619.76","927.35","1442.97","1586.53","242.58","1682.68","706.66","1173.88","933.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","R","INTERESES TRIBUTARIOS","VALOR EFECTIVO","9317.74","1386.69","1761.77","3846.12","978.1","1328.1","1187.01","1322.7","1205.14","994.87","1119.12","3446.63","2838.5","1147.19","1485.47","1377.0","1388.12","1262.69","2192.91","2267.93","2225.74","1451.3","652.54","2669.89","1561.67","1324.16","1344.3","1710.69","2453.83","1263.1","3254.07","43917.08","2555.42","959.89","1122.17","10113.84","1644.13","3186.54","5203.18","2602.19","36408.27","6083.02","5086.18","2505.84","4552.8","7193.35","3458.37","1471.35","1530.09","245.06","806.06","870.53","1157.96","946.12","2469.71","1854.57","1382.11","1479.34","4721.74","4387.56","1304.64","2539.28","16449.11","7399.19","114376.31","2917.51","2881.15","1310.8","522.31","1470.84","9133.24","2168.74","5502.89"
"PERSONAS NATURALES","R","MULTAS TRIBUTARIAS","VALOR EFECTIVO","30031.2","16041.99","17652.47","8187.1","12843.35","17412.56","22046.38","17691.39","17903.14","14713.7","15017.08","24566.72","13813.71","14724.21","21971.88","16973.64","14732.92","17008.57","15440.58","14521.86","16650.98","20240.13","15669.83","15281.89","17519.72","16165.26","22347.83","19957.86","19664.44","16496.09","12096.04","35618.13","13256.67","14588.09","14348.84","12705.31","19919.96","10778.57","24510.9","21656.0","18550.65","13956.56","18550.75","19828.42","15205.4","15186.87","7545.27","10158.62","8634.59","6710.13","17138.58","13048.42","12247.07","10406.59","19421.03","19003.09","11573.38","14155.53","21635.92","34761.95","23143.02","22520.11","27503.07","23078.24","18476.83","31288.48","31947.49","22517.42","30158.93","23222.57","18057.5","29866.61","26186.75"
"PERSONAS NATURALES","R","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","1664.27","4424.94","3345.0","0.0","120.0","180.0","30.0","4300.0","3210.0","1810.5","360.0","480.0","1170.0","120.0","1403.38","1080.0","540.0","1060.0","840.0","738.5","999.68","823.12","7042.92","1080.85","630.0","485.0","950.0","706.51","495.68","10891.88","1093.08","1939.79","550.0","56498.33","912.0","570393.47","476.9","1282.96","7977.39","1155.81","2458.59","7458.35","320.87","2405.71","6511.11","370.0","774.69","12600.49","2303.36","2152.5","2690.85","760.0","1090.0","956.5","2046.51","2028.7","11613.43","2585.0","2700.0","4622.5","5550.79","2978.44","4431.03","3322.43","9480.27","5437.19","3070.0","6698.62","2013.5","4807.81","6372.72","2065.42","4788.15"
"PERSONAS NATURALES","R","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","","458.0","151.66","94.38","68.64","47.19","77.48","735.6","140.18","1279.5","808.47","966.19","830.08","150.15","1206.42","1463.87","25.78","68.64","905.63","692.56","298.91","17.16","111.54","420.66","498.08","103.0","81.51","135.29","487.99","153.25","42.91","97.65","1.0","286.16","266.02","17.16","34.03","415.08","485.2","148.36","154.44","137.11","98.67","114.4","12.87","45.8","299.03","17.16","","","","","","","","","","","","","","","","","","","","","","","","",""
