"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"PERSONAS NATURALES","A","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","57754.36","87922.32","44332.29","3229.24","12064.13","37006.63","42093.33","43536.86","45148.29","44711.64","45636.62","59345.49","24252.78","33914.92","56960.0","46008.69","53730.22","48789.09","53250.54","66189.69","73399.12","63397.64","53314.76","65196.99","35245.37","46161.52","63116.45","61799.75","71934.1","46114.6","62739.76","60598.32","64109.87","51122.05","66379.89","60435.27","23141.49","31425.57","31014.5","22489.16","19689.62","25887.75","23592.32","21085.76","24139.23","17754.75","13992.69","8059.43","22337.96","23344.06","15478.17","17836.31","25506.86","15356.7","23527.33","4998.56","6160.11","6444.71","4231.01","5866.78","340.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","A","INTERESES TRIBUTARIOS","VALOR RECAUDADO","49110.07","17312.5","61334.89","10358.15","517875.66","25505.77","16197.34","27829.26","18878.0","113114.71","52091.83","30527.35","40805.75","30957.35","29472.92","29745.28","18757.03","55476.09","37948.9","30118.02","32941.95","27637.24","26732.95","25381.3","21966.61","21540.82","27418.66","42940.24","26440.55","82619.6","26725.21","49352.91","26156.94","29655.77","25718.62","36734.66","35266.81","12470.37","48340.04","31811.76","31015.28","45816.1","30765.13","33402.03","22083.84","75972.89","30862.58","19185.05","5923.82","6639.18","21991.9","14008.9","59566.24","19745.49","93422.52","15236.87","27977.48","22146.95","23765.73","21128.92","29674.27","48514.51","37698.23","39340.81","27541.32","39138.88","14855.43","62425.98","7823.52","75206.58","43653.87","37756.32","26633.27"
"PERSONAS NATURALES","A","MULTAS TRIBUTARIAS","VALOR RECAUDADO","180617.09","137333.02","114416.07","82903.14","104145.86","145429.2","173945.82","125407.7","140361.08","158907.81","98784.53","120423.68","141460.84","133736.16","174024.03","125512.98","116753.99","202682.36","124829.71","137300.78","143255.76","105393.85","97604.26","110206.77","147203.73","131093.33","188360.46","124565.79","136749.33","94478.31","125021.8","131510.18","130740.44","120943.33","136149.3","119437.5","171235.32","98405.13","164904.49","144636.76","151709.61","107767.49","154671.79","131620.08","112381.52","124651.7","88659.97","71330.79","87591.54","63601.4","242368.16","125898.87","95637.45","86458.35","187573.86","96845.25","87929.27","82506.1","97135.14","106664.58","193910.96","153887.01","185570.83","156722.64","140635.49","136668.71","267183.7","198369.43","207563.2","240211.4","139563.44","186774.33","228485.25"
"PERSONAS NATURALES","A","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","14428.21","19634.51","10614.16","4031.67","3100.0","5714.05","7105.85","12412.82","9557.94","8503.18","5704.25","11542.53","11103.93","8148.65","11090.16","7102.62","2902.91","4710.0","6040.0","5403.96","18120.6","9250.82","8084.02","8091.85","10517.39","5064.03","8337.08","34464.03","11245.71","8510922.94","8928.88","9002.42","14335.43","154835.28","73015.88","1000870.4","16059.55","10320.03","8000.72","10411.55","4958.33","10373.03","8587.14","59864.5","7051.95","7073.81","9619.75","7548.84","32391.2","32301.52","26116.31","15931.52","16874.4","9037.72","17571.2","22076.03","15649.05","15631.5","11764.55","41084.41","17014.1","25789.43","28319.36","25241.05","20806.02","26575.18","25571.87","19289.8","21964.39","17582.62","21675.72","20686.87","28399.77"
"PERSONAS NATURALES","A","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","5.72","518.04","458.12","147.29","262.03","822.92","169.12","1472.5","219.86","647.08","402.17","215.43","423.02","777.17","1128.49","1424.64","165.92","1046.38","591.02","590.99","1036.67","1565.71","315.22","402.76","1055.32","1419.58","557.33","370.01","169.95","973.16","484.28","323.46","324.26","686.43","821.1","892.01","854.73","199.16","311.91","513.8","707.58","219.94","347.55","144.47","181.61","730.6","207.35","234.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","A","SALIDA DE DIVISAS","VALOR RECAUDADO","975.56","650.06","507.29","3181.95","","","202.06","3592.98","0.23","227.01","0.0","","0.0","103.64","2.64","905.12","11015.83","884.54","3411.28","0.0","","968.9","","11380.0","1860.2","177.23","31.2","345.73","","213.75","7273.7","686.26","911.15","999.82","","69.86","93.85","4016.2","852.43","1.95","137.5","33597.27","12541.3","4738.24","19305.47","12269.63","3098.01","1584.64","2675.75","2080.16","46.93","0.0","102.95","546.25","1250.2","551.51","35.7","201.36","479.84","0.0","0.0","0.0","","175.0","38858.51","209543.72","39377.15","5092.34","6551.32","2914.16","963.61","271.92","1230.35"
"PERSONAS NATURALES","B","CONTRIBUCIONES","VALOR RECAUDADO","2799.36","2799.36","2799.36","390.56","","6150.14","","","13996.8","","0.0","9000.0","","","","180.0","0.0","0.0","18782.79","305.03","717.63","","","","","","198391.86","0.0","92704.76","5669.92","3726.41","4206.05","3726.41","3700.63","","11830.52","1093.64","","","0.0","0.0","0.0","0.0","1402.92","2651.05","5287.28","0.0","","","0.0","0.0","","17950.65","31066.22","19023.89","","1481.61","","","","","0.0","","","","","","","0.0","","","","35.19"
"PERSONAS NATURALES","B","IMP MINERAS","VALOR RECAUDADO","27751.34","45068.94","336490.06","51046.04","49396.58","26778.04","34978.51","91459.12","194490.37","51091.3","98984.33","42495.94","37891.69","65787.74","562315.33","73211.84","64541.22","39572.22","112487.7","33448.65","114237.09","43218.62","41823.01","39473.82","59514.83","117177.15","476160.83","188918.05","57217.22","65808.22","291963.58","373391.19","352848.21","242185.84","408676.64","464599.1","370914.68","496976.99","1478160.41","553153.6","768924.89","726023.03","581496.5","622462.03","923388.57","1033192.94","589171.52","760938.55","780150.47","787822.6","766447.86","374154.25","153564.44","329889.05","189750.42","47898.86","308386.81","76642.61","99786.02","69433.22","52235.92","285231.78","770117.85","229718.55","162833.87","64628.5","221392.09","116974.05","566722.9","118570.25","54862.04","70104.28","171443.85"
"PERSONAS NATURALES","B","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","125506.15","83153.98","311790.77","34242.62","34123.95","58322.66","77778.76","139100.32","116310.12","120053.97","114008.31","89906.73","175971.72","87459.91","278429.04","88829.76","102669.67","141648.62","158989.87","137818.27","127987.57","89046.84","108664.03","132645.2","156873.54","89220.54","399623.85","140017.49","84671.68","66029.29","129456.51","280058.75","86550.32","129464.43","74995.95","98050.05","115309.07","143266.69","505930.5","84420.67","83606.72","85013.01","141384.14","67689.06","89772.51","75331.29","132999.99","51518.26","104642.33","41957.94","512347.41","146546.99","74137.67","75196.03","491068.34","134215.35","110433.05","152504.12","142449.86","94549.2","178107.74","130523.12","750500.98","218276.2","116569.2","111215.85","268627.59","144898.31","206662.36","285007.83","218840.66","247249.65","355334.34"
"PERSONAS NATURALES","B","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","5325.44","13365.03","","","","1088.06","0.0","0.0","0.0","4.12","592.36","141.38","0.0","0.0","0.0","0.0","217.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.34","0.0","0.0","2916.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","213.68","137.74","3688.67","33.04","26.64","16.64","18.8","16.64","16.4","9.44","23.12","46.0","959.12","5440.78","84.48","77.68","0.0","60.4","141.76","55.84","0.0","37.6","33.84","42.0","79.84","130.0","3702.05","62.64","","","100.88","38.24","24.16"
"PERSONAS NATURALES","B","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","22714.63","42678.4","22634.65","633.87","4558.63","24948.55","35255.5","29866.51","30733.53","30478.82","34159.35","40463.33","28573.53","39567.25","47936.37","33942.84","26883.53","35888.98","22325.73","26792.71","38611.5","27004.42","25648.69","13940.76","22510.68","37931.82","52221.23","46037.89","64215.04","37022.3","48899.52","40173.03","30485.31","31175.54","33900.27","29701.5","35584.77","52720.22","64830.91","38910.1","63467.73","50347.99","64092.01","37772.37","55483.07","39546.15","37669.99","17855.18","30604.26","66664.83","45027.89","89679.4","80109.53","66453.51","68591.03","46398.6","57921.81","32797.56","56268.67","35547.39","45842.71","101166.93","89953.78","100176.05","59661.81","64045.02","59819.05","71737.51","53787.34","50246.77","35723.48","30736.29","44312.23"
"PERSONAS NATURALES","B","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","110474.85","66000.2","67706.41","60150.52","58089.53","48659.49","41872.6","67983.71","119590.13","107130.11","104155.66","103017.94","218410.15","78911.34","149446.48","146269.18","102691.52","163965.91","126993.12","144120.42","157695.16","153578.28","172040.62","155082.03","291608.08","137627.5","195415.21","130342.14","156946.92","130950.14","198228.06","159662.91","160945.7","169019.98","166686.9","123979.15","168207.81","149331.41","97710.63","119928.36","110038.31","119007.93","132361.37","149901.03","113616.61","135036.05","109874.66","122080.94","262599.1","214201.25","182104.7","115933.83","244463.9","86433.22","93230.96","193447.15","87400.8","156970.21","220878.87","212577.34","234428.56","198184.41","154138.69","97786.12","176740.06","288569.72","292021.93","204922.84","208872.36","207764.62","245442.93","353478.95","442545.88"
"PERSONAS NATURALES","B","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","3521.5","3400.78","1533.83","","35.21","2673.0","1095.5","985.19","3236.93","477.7","2344.93","1787.08","1249.23","1010.46","2369.05","913.25","441.01","915.89","1068.04","2246.24","1995.33","3516.39","1291.36","1700.91","109.73","1228.73","1012.27","16895.78","1747.47","3193.42","6115.19","4186.73","750.71","3314.35","1485.13","2851.64","2609.5","256.86","117.38","2316.21","628.37","3552.39","256.24","233.44","2906.51","686.55","27.23","347.94","354.89","3295.01","0.0","224.74","713.69","240.0","6818.76","958.46","","110.34","434.55","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0"
"PERSONAS NATURALES","B","INTERESES TRIBUTARIOS","VALOR RECAUDADO","1146.93","580.44","1310.95","450.61","488.6","4348.82","864.24","2991.09","4024.61","1212.79","1880.61","2188.92","763.99","1617.91","4558.19","2731.49","907.04","5292.76","23774.84","5958.03","1203.38","1450.28","1340.06","1936.49","2927.74","2224.51","1382.35","3072.46","2553.59","1089.03","2894.51","23973.3","4719.98","27988.3","1620.14","7965.33","2513.46","22538.1","3414.13","1662.6","19668.9","782.92","7354.79","6649.13","2515.67","1618.62","4659.93","567.46","882.28","304.98","1243.35","738.21","1250.89","484.12","10414.93","8599.95","982.14","3163.31","9575.85","984.23","5935.39","9183.77","17754.93","6563.26","5563.65","4094.24","5433.47","323.96","527.92","3652.72","1267.7","3975.13","12518.8"
"PERSONAS NATURALES","B","MULTAS TRIBUTARIAS","VALOR RECAUDADO","5184.05","2660.39","5342.07","4763.08","4961.87","8256.7","5150.19","7063.33","11089.72","6866.82","10680.82","5704.67","2099.36","4416.34","12009.54","6616.34","4697.89","5549.73","11513.11","4946.25","3977.93","4144.29","4500.24","6007.83","6631.0","5828.75","17240.68","7267.59","5706.71","3208.02","7464.55","7454.25","10466.49","5111.14","4116.78","9059.65","4913.88","5386.71","24616.45","8348.03","6900.34","5705.09","7581.2","3736.48","7365.19","4826.05","5552.79","2865.32","1536.03","2306.54","4868.86","5255.34","6213.07","2396.89","7554.27","10427.21","5484.09","4711.96","3013.52","3007.0","4655.59","7303.05","23907.33","3854.97","11064.18","9470.38","9779.27","5603.6","8980.29","3194.0","5525.93","8533.93","9089.78"
"PERSONAS NATURALES","B","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","1110.0","180.0","0.0","0.0","180.0","6210.0","60.0","0.0","180.0","0.0","60.0","0.0","2169.71","1500.0","0.0","180.0","180.0","60.0","480.0","690.0","420.0","30.0","3085.0","0.0","300.0","485.98","120.0","210.0","500.45","1687.13","4061.44","352.77","552.27","947.57","2044.8","51825.96","1240.0","90.89","860.0","211.43","220.0","240.0","425.0","1954.9","120.0","360.0","960.0","620.0","301.0","120.0","1621.0","435.12","900.0","300.0","864.3","1050.0","635.0","1931.35","850.0","870.0","28229.11","1200.0","2136.0","633.88","949.89","1389.15","1020.38","719.25","2292.73","1900.21","1240.0","1930.0","887.33"
"PERSONAS NATURALES","B","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","","","","","","443.52","","","130.33","","","","","","74.36","","","12.87","","","","","","","","","","","","","","","","","","","","","","","","","","","11.44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","B","SALIDA DE DIVISAS","VALOR RECAUDADO","","","","","","","","","","","","","","","","","359.63","","","","","","","700.68","","","","","","","0.0","","","0.0","","","","","","1275.68","","2200.19","495.37","","678.44","751.97","","","","","","","","","","","","","","","0.0","","","0.0","1776.63","13362.0","2991.88","197.92","","373.66","0.4","532.76",""
"PERSONAS NATURALES","C","CONTRIBUCIONES","VALOR RECAUDADO","42203.98","21997.92","8675.78","1984.93","4861.86","7146.14","4881.01","11036.16","20439.8","14017.44","11540.82","3322.36","8471.16","30593.46","2011.8","3038.59","2911.03","2709.96","5335.36","3166.27","4485.77","1145.32","5086.78","14769.26","1430.55","285.26","1219829.14","351778.02","77683.03","190692.06","158674.41","71199.19","53387.61","47984.22","6503.44","540113.18","41.0","14609.99","5927.86","1983.94","18076.24","18674.88","28068.28","28107.95","15029.1","2688.33","2829.27","2686.84","1402.61","191.75","670.48","82.12","0.0","1585.33","14814.34","15.0","2733.29","","","","2685.34","0.0","","","674.55","","","283.31","1156.49","8255.2","15826.72","9240.18","0.0"
"PERSONAS NATURALES","C","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","C","IMP ACTIVOS EN EL EXTERIOR","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMP MINERAS","VALOR RECAUDADO","152.0","702.12","10808.54","4957.12","224.0","285.81","8359.53","562.59","6216.94","814.8","0.0","","2712.1","0.0","10305.46","87.02","","","","4881.31","9.0","","","","53.5","22377.57","8359.83","","0.0","688.5","0.0","0.0","14143.17","170.0","","","54.0","1170.0","18214.59","54.0","","","0.0","729.0","1773.46","","","2995.71","72.0","3253.31","22973.89","55.2","0.06","","4754.11","17003.55","7061.04","90.0","","","1623.56","10424.45","17833.97","6.0","165.6","357.2","37.6","0.0","31865.31","0.0","","","0.0"
"PERSONAS NATURALES","C","IMP TIERRAS RURALES","VALOR RECAUDADO","108.91","108.91","","217.82","108.91","","217.81","","3191.62","","","","","257.23","","","","","","","","1496.84","","","983.65","","","","","1106.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR RECAUDADO","","","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","1409501.57","1146421.29","3041340.2","658207.8","752735.95","859811.66","1102313.17","1137479.14","1183296.04","1147093.1","1195340.43","914222.27","2464112.99","1853964.91","3532034.79","1540571.47","1201264.96","1255123.25","1607908.87","1261426.74","1282469.88","1581900.22","1354268.55","1399208.19","1914081.59","1273241.86","4393684.1","1655782.44","1402684.99","1269159.6","999100.98","1234526.66","2271053.47","1291373.97","1271066.93","1341604.78","1315555.71","1252267.88","7467106.42","2604876.36","1648056.81","1442474.59","1324293.44","1167893.66","1226622.37","1102548.88","1116331.89","1087350.04","1440607.83","1762115.62","6952503.53","1702672.13","2380759.52","2363096.69","2524971.55","972802.16","1019552.45","923762.17","896293.35","955085.6","1093646.53","1056768.33","4341748.61","1219705.98","1795481.51","988206.68","1155581.06","1024828.9","1870583.56","1340529.54","1227107.82","1012039.8","1388642.51"
"PERSONAS NATURALES","C","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","72418.71","114761.23","58157.04","6970.89","14876.43","28649.63","33898.13","36870.51","61605.25","42950.36","18142.0","39635.93","45429.78","53254.66","58742.65","20604.15","11937.67","17629.03","39950.4","81191.15","23094.15","37355.62","22008.59","28022.98","42461.15","44433.84","46905.61","27353.44","16134.69","21596.27","16423.62","46406.62","30923.87","46004.47","31746.1","27942.36","45384.59","24099.57","47298.22","35606.86","17455.23","38685.08","35541.96","38362.43","48116.3","53770.33","31472.72","39953.49","56755.68","67548.82","38953.48","39743.61","29163.13","29663.95","79333.32","80777.01","45861.9","27470.17","19458.28","40217.95","28547.71","27464.44","44239.71","45854.02","33947.22","27666.81","47088.24","35932.16","87407.13","34848.15","30694.76","44624.77","43811.71"
"PERSONAS NATURALES","C","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","507752.66","890762.26","483670.55","60910.19","145182.94","539289.51","627652.18","597888.07","661788.27","641607.87","638900.47","789611.4","543342.07","807516.5","864504.68","691318.16","648120.59","693055.38","648604.91","617969.81","613067.44","519623.54","552899.75","488124.63","437213.4","774104.83","878568.52","766441.91","708562.87","567359.89","683039.8","769601.12","712313.71","621151.19","557898.01","552339.68","523173.68","883260.41","1073918.85","828600.33","831150.97","836975.72","712812.16","758683.77","658885.87","586777.48","615336.84","546159.36","655930.38","994353.5","927643.91","909162.91","774613.67","719746.06","836718.56","727171.48","639142.52","549977.54","637854.19","570946.59","618063.76","923672.02","828121.74","861175.74","820140.22","810787.22","763976.43","642715.21","710888.95","643246.65","597916.29","588297.84","706687.84"
"PERSONAS NATURALES","C","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","3100983.4","2522595.25","1924840.89","1136515.12","1225039.88","1468485.17","1630730.68","1668465.9","2058477.91","2012230.71","2280982.66","2221428.83","3106225.92","2453770.03","2748914.54","2175570.12","2098652.13","2231289.49","2778114.6","2510921.98","2405771.66","2525273.03","2865614.31","2866855.73","3618913.94","2381915.83","2758016.77","2277476.06","2680572.65","2351107.36","2323597.79","2665926.62","3045488.02","2836133.94","2950615.01","3109293.33","3422706.7","2580340.2","2637343.86","2255048.79","2647679.58","2677350.42","3355082.03","2803529.95","2656490.95","2862035.46","2622865.69","2786771.46","3805379.25","2731200.2","2495988.73","2685891.59","2923384.48","2891074.41","4245247.63","3282103.55","3122245.89","3035179.53","3226220.07","3575790.1","4234346.3","3265029.0","3151032.72","3066978.75","3564501.66","3328163.4","3986270.92","3647242.29","4209502.82","4058272.62","4015455.14","4349705.9","5683527.82"
"PERSONAS NATURALES","C","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","36115.69","58167.32","25977.5","3478.79","7656.5","19262.14","35272.42","28119.01","37890.88","33831.33","24953.51","49603.73","22388.19","34262.93","36555.51","37181.33","34920.29","38228.84","46553.85","42286.4","43366.58","27561.39","36495.21","50782.1","22486.74","40326.25","44818.46","39344.06","44458.21","33372.29","30046.84","43069.81","40440.59","36339.84","31825.02","50898.52","11888.13","17172.78","26403.38","16489.37","14589.65","18776.26","13493.05","14264.8","23689.69","18403.58","14784.69","15263.37","12928.91","12654.99","13776.95","12493.41","13820.72","13911.44","26297.32","3981.88","5407.04","3087.1","4002.99","2476.57","1435.5","1317.0","997.98","1228.74","1261.01","1228.7","1171.72","3821.42","3986.18","4759.14","4501.54","4370.18","3766.88"
"PERSONAS NATURALES","C","INTERESES TRIBUTARIOS","VALOR RECAUDADO","59327.21","61424.95","26383.71","8232.49","15110.39","29115.27","23052.53","40458.02","24579.34","32847.19","43139.11","20746.29","30278.58","37742.46","49445.12","141352.75","21456.24","27652.42","30943.62","36304.3","40675.75","65728.77","33113.79","85137.34","30244.43","27577.78","43592.39","171175.48","35818.49","31170.72","48534.46","41248.26","139178.91","28066.49","36442.93","65513.9","44139.75","31462.14","36102.7","46112.03","35533.09","45948.92","50821.49","40285.25","103956.53","55647.16","51962.2","34988.6","10948.84","5433.22","8478.62","353542.51","517518.04","13111.99","138553.57","51047.44","40564.54","40675.06","35042.8","64637.75","44232.25","41573.02","42912.05","78043.35","23251.13","36569.12","19388.2","76276.69","53960.17","42203.91","43322.82","28376.19","62134.0"
"PERSONAS NATURALES","C","MULTAS TRIBUTARIAS","VALOR RECAUDADO","203330.65","138328.12","118782.16","97501.52","159796.66","199165.0","210312.64","159693.9","178930.85","182549.85","136677.23","132629.98","144810.21","162199.44","224020.34","137757.27","131278.35","151565.16","151145.41","129817.95","142698.67","134536.13","148745.75","125465.92","149818.66","146357.42","229832.02","173378.13","146292.67","126447.21","137001.68","119843.07","165284.61","127953.04","133525.42","139087.05","137005.43","105910.73","148797.4","135742.76","126644.54","125946.7","129905.4","130204.29","101950.7","96502.23","76611.35","74497.87","58977.37","42016.51","103085.01","109466.38","87021.37","81285.83","129302.77","115592.19","100621.44","93408.05","98745.43","144594.65","144687.65","141637.12","167583.71","150223.42","141681.75","157508.82","204765.94","152098.74","174823.74","157637.98","133531.1","146397.02","176009.02"
"PERSONAS NATURALES","C","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","8521.85","5119.93","8990.14","1740.0","1260.0","7174.56","8994.34","5951.25","9316.0","7873.38","5621.56","7237.5","3376.07","2541.5","9416.61","1460.86","3064.77","3665.0","2686.48","2331.11","3358.7","2124.31","9289.03","43984.61","8091.88","3453.95","4757.52","6278.02","6783.51","7984.58","4550.25","7154.11","54928.96","6458.28","100347.82","1483658.12","7694.22","4554.87","12211.4","5865.61","7220.56","5665.97","6619.99","6704.64","5349.97","31938.46","8412.47","9204.4","9951.48","6336.97","14158.44","10479.03","7495.89","8896.66","23063.22","17576.43","16647.42","20293.59","25178.59","23359.24","23505.67","26849.5","27792.9","28285.0","63537.96","23060.02","24717.64","26071.0","19470.52","14767.22","15057.52","17236.34","21562.4"
"PERSONAS NATURALES","C","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","55.77","1189.7","1504.48","395.24","575.35","554.71","190.33","1387.1","886.48","1947.74","1005.07","644.4","2070.33","867.51","2749.02","1773.49","1399.26","2108.25","2460.36","1738.85","1273.16","1130.92","2280.29","970.07","2587.57","1536.69","545.2","1137.68","935.51","748.55","646.06","2125.93","159.76","327.15","487.2","1093.52","1775.86","571.32","2147.12","482.7","1292.5","806.04","575.22","678.21","520.76","505.41","440.63","27.23","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","SALIDA DE DIVISAS","VALOR RECAUDADO","1745.01","1462.43","2550.68","786.02","","544.83","1177.6","348.9","388.41","242.0","430.9","680.03","371.2","2845.33","1202.2","3759.72","14344.43","3828.13","3189.7","1697.63","2290.0","6091.42","1021.15","16099.44","6050.7","3074.04","1192.93","3500.76","1660.24","2066.32","4015.38","1830.65","2389.52","5728.23","10233.46","8010.12","4971.29","1754.52","7961.63","4998.46","3691.07","45174.01","21702.56","5565.59","21351.66","10993.06","4986.1","1965.44","3784.28","702.58","1254.34","85.6","1304.4","4128.0","2688.41","170.0","0.0","720.0","6647.53","144.38","766.0","0.0","1429.5","729.5","52472.45","288424.62","54980.14","11135.76","5047.34","6572.37","1319.97","6923.5","2141.64"
"PERSONAS NATURALES","D","CONTRIBUCIONES","VALOR RECAUDADO","","","","","","","","","","","","","1.0","","","0.0","","","","","1283.71","","","","","","","","","","","","1277.9","","","","","","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","D","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","4078.07","4252.43","4403.66","1767.17","890.34","8097.79","1136.66","6139.91","1244.6","523.38","1428.63","1417.36","3341.56","6794.79","2976.4","1917.01","2036.35","3383.27","8253.7","2352.85","1295.18","5676.52","3789.61","5026.3","9689.0","1230.58","11902.86","8157.71","1431.66","3115.67","1468.43","2315.69","13639.56","1390.75","1365.77","1138.54","1253.52","789.94","7590.63","14311.96","6264.07","1482.99","490.75","1218.31","555.26","333.15","283.38","466.51","3292.52","1295.74","22478.41","2633.24","1607.04","1253.02","569.54","316.97","476.36","526.9","2930.37","544.16","1269.38","493.32","7196.13","402.4","5395.97","620.75","1604.68","538.36","1984.42","178.11","452.83","239.29","430.36"
"PERSONAS NATURALES","D","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2053.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","D","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","2050.74","1969.19","1312.94","9.9","1866.76","1231.47","6043.39","1960.92","1755.64","2014.83","785.46","6150.42","2098.72","3963.51","13240.05","2786.63","3763.42","3322.91","2400.8","3978.65","1781.55","654.35","2444.27","2486.95","421.6","2716.19","5331.71","2074.93","8554.0","2765.25","3469.76","7159.37","4981.81","3047.92","3019.61","863.86","1618.77","3543.91","2872.14","4219.11","4863.23","3241.75","1642.43","4839.16","1735.42","4539.09","2095.29","6225.44","3821.47","4309.87","1717.97","5076.3","3644.33","4190.27","4490.12","2536.52","3483.57","1867.63","3630.24","2336.16","4726.31","6070.33","4004.5","3159.96","14656.09","4159.64","2836.05","8982.46","2514.17","2494.34","2017.7","1446.63","6392.16"
"PERSONAS NATURALES","D","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","1555.54","992.27","1935.09","1113.82","3094.36","1232.81","5408.93","1097.54","2506.95","2489.12","5557.64","4751.56","4645.38","2707.63","4686.03","3888.74","2308.82","2766.66","2568.05","1430.51","7796.71","2558.35","2845.35","1037.65","5948.65","3847.48","4243.31","4258.84","3231.81","6592.11","5973.23","5458.18","6883.05","5904.49","5919.63","2629.5","8263.5","3972.27","3692.54","3439.28","8821.24","5577.47","4952.55","2757.99","5762.57","3319.42","4491.42","19378.84","12448.59","8338.14","2953.12","3371.83","10938.8","12046.87","21472.7","12266.71","12908.46","9436.44","14853.38","13618.54","8642.83","13924.96","8931.99","25700.75","6008.28","6420.94","12075.82","7111.75","6242.89","6125.83","10515.65","8348.16","8417.84"
